,Date,Time,T,RH,AH,CO,CO_diff
1654,18/05/2004,16.0,31.7,19.5,0.8981,1.9,0.06388233194899573
1655,18/05/2004,17.0,30.9,20.5,0.8996,3.0,0.7178333353370612
1656,18/05/2004,18.0,27.5,24.7,0.8899,4.4,5.050134612376419
1657,18/05/2004,19.0,25.8,27.0,0.8821,4.7,6.488484886027709
1658,18/05/2004,20.0,23.7,30.0,0.8633,3.4,1.5556337002054486
1659,18/05/2004,21.0,22.2,33.4,0.8806,2.4,0.06113278803447997
1660,18/05/2004,22.0,21.1,36.5,0.9019,1.2,0.9077316934293177
1661,18/05/2004,23.0,20.2,38.6,0.9016,1.7,0.204982149514802
1662,19/05/2004,0.0,19.3,43.0,0.9535,1.2,0.9077316934293177
1663,19/05/2004,1.0,19.2,43.6,0.9591,0.7,2.1104812373438335
1664,19/05/2004,2.0,18.4,45.7,0.9599,0.5,2.7315810549096398
1665,19/05/2004,3.0,18.7,44.3,0.9453,0.3,3.4326808724754456
1667,19/05/2004,5.0,17.0,49.2,0.9459,0.3,3.4326808724754456
1668,19/05/2004,6.0,16.4,52.1,0.9612,0.7,2.1104812373438335
1669,19/05/2004,7.0,16.4,53.4,0.9863,3.1,0.8972834265541583
1670,19/05/2004,8.0,18.6,46.8,0.99,6.2,16.38023625428416
1671,19/05/2004,9.0,21.0,41.1,1.0104,4.6,5.9890347948106095
1672,19/05/2004,10.0,26.4,28.9,0.9785,2.6,0.20003297046867383
1673,19/05/2004,11.0,27.7,26.3,0.9652,2.1,0.002782514383189408
1674,19/05/2004,12.0,30.1,22.1,0.9281,2.0,0.02333242316609255
1675,19/05/2004,13.0,31.0,22.9,1.0144,2.2,0.0022326056002862998
1676,19/05/2004,14.0,31.0,22.6,1.0012,2.1,0.002782514383189408
1677,19/05/2004,15.0,31.6,21.0,0.959,2.3,0.021682696817383097
1678,19/05/2004,16.0,30.4,24.7,1.0526,2.5,0.12058287925157687
1679,19/05/2004,17.0,28.8,26.3,1.0271,3.4,1.5556337002054486
1680,19/05/2004,18.0,26.4,30.1,1.0204,4.3,4.610684521159319
1681,19/05/2004,19.0,24.7,31.5,0.9672,3.8,2.7134340650738356
1682,19/05/2004,20.0,22.9,36.5,1.0083,3.8,2.7134340650738356
1683,19/05/2004,21.0,20.8,41.8,1.0155,2.0,0.02333242316609255
1684,19/05/2004,22.0,19.7,47.1,1.0666,1.7,0.204982149514802
1685,19/05/2004,23.0,18.9,52.2,1.1313,2.0,0.02333242316609255
1686,20/05/2004,0.0,18.5,50.1,1.0539,1.5,0.42608196708060825
1687,20/05/2004,1.0,18.0,53.0,1.0832,0.8,1.82993132856093
1688,20/05/2004,2.0,18.4,51.7,1.0819,0.5,2.7315810549096398
1689,20/05/2004,3.0,19.8,46.2,1.056,0.3,3.4326808724754456
1691,20/05/2004,5.0,17.3,54.1,1.0582,0.3,3.4326808724754456
1692,20/05/2004,6.0,15.8,59.0,1.0495,0.9,1.5693814197780274
1693,20/05/2004,7.0,16.6,55.9,1.0486,2.8,0.41893315290286726
1694,20/05/2004,8.0,18.7,52.8,1.1279,5.4,10.544635524547388
1695,20/05/2004,9.0,20.7,46.4,1.1227,4.0,3.41233424750803
1696,20/05/2004,10.0,26.1,30.0,0.9972,2.2,0.0022326056002862998
1697,20/05/2004,11.0,28.6,25.8,0.9989,2.2,0.0022326056002862998
1698,20/05/2004,12.0,30.3,23.3,0.9869,2.0,0.02333242316609255
1699,20/05/2004,13.0,31.3,22.3,1.0043,2.0,0.02333242316609255
1700,20/05/2004,14.0,31.1,22.3,0.9888,1.9,0.06388233194899573
1701,20/05/2004,15.0,32.4,20.4,0.9732,2.7,0.2994830616857708
1702,20/05/2004,16.0,32.6,19.3,0.935,2.2,0.0022326056002862998
1703,20/05/2004,17.0,31.2,20.3,0.9064,3.5,1.8150837914225455
1704,20/05/2004,18.0,27.7,24.8,0.9106,4.1,3.7917843387251255
1705,20/05/2004,19.0,25.7,27.9,0.908,4.4,5.050134612376419
1706,20/05/2004,20.0,24.1,29.9,0.8879,4.5,5.509584703593514
1707,20/05/2004,21.0,22.2,34.4,0.9072,2.9,0.5583832441199642
1708,20/05/2004,22.0,20.7,38.0,0.9149,2.6,0.20003297046867383
1709,20/05/2004,23.0,20.2,42.8,0.9983,2.1,0.002782514383189408
1710,21/05/2004,0.0,20.5,42.0,1.0004,1.2,0.9077316934293177
1711,21/05/2004,1.0,20.1,42.0,0.9763,0.6,2.411031146126736
1712,21/05/2004,2.0,20.0,41.5,0.9571,0.3,3.4326808724754456
1713,21/05/2004,3.0,16.3,51.6,0.9461,0.3,3.4326808724754456
1715,21/05/2004,5.0,16.4,50.2,0.931,0.3,3.4326808724754456
1716,21/05/2004,6.0,14.9,54.7,0.9203,0.7,2.1104812373438335
1717,21/05/2004,7.0,16.4,51.3,0.9474,4.2,4.191234429942225
1718,21/05/2004,8.0,18.2,46.2,0.9575,4.8,7.007934977244804
1719,21/05/2004,9.0,20.7,40.0,0.9639,3.4,1.5556337002054486
1720,21/05/2004,10.0,26.5,27.0,0.9217,2.8,0.41893315290286726
1721,21/05/2004,11.0,28.5,23.8,0.915,1.8,0.12443224073189879
1722,21/05/2004,12.0,29.7,23.7,0.9714,1.9,0.06388233194899573
1723,21/05/2004,13.0,31.7,21.7,0.9966,2.0,0.02333242316609255
1724,21/05/2004,14.0,31.7,21.5,0.9902,1.9,0.06388233194899573
1725,21/05/2004,15.0,32.8,19.5,0.9515,2.0,0.02333242316609255
1726,21/05/2004,16.0,32.5,18.6,0.8948,2.3,0.021682696817383097
1727,21/05/2004,17.0,30.2,22.6,0.9524,2.7,0.2994830616857708
1728,21/05/2004,18.0,27.6,25.7,0.9382,3.6,2.0945338826396425
1729,21/05/2004,19.0,25.9,24.9,0.8195,3.8,2.7134340650738356
1730,21/05/2004,20.0,23.9,29.4,0.8589,3.5,1.8150837914225455
1731,21/05/2004,21.0,22.3,32.1,0.8515,2.5,0.12058287925157687
1732,21/05/2004,22.0,20.5,35.9,0.8565,2.5,0.12058287925157687
1733,21/05/2004,23.0,19.8,37.2,0.8509,3.0,0.7178333353370612
1734,22/05/2004,0.0,19.1,41.9,0.9158,3.7,2.3939839738567397
1735,22/05/2004,1.0,17.8,46.1,0.9344,3.3,1.3161836089883514
1736,22/05/2004,2.0,17.6,47.6,0.9465,1.5,0.42608196708060825
1737,22/05/2004,3.0,17.9,46.3,0.9394,0.7,2.1104812373438335
1739,22/05/2004,5.0,15.8,53.8,0.9615,0.5,2.7315810549096398
1740,22/05/2004,6.0,16.5,53.5,0.9928,0.5,2.7315810549096398
1741,22/05/2004,7.0,17.2,52.9,1.0276,1.2,0.9077316934293177
1742,22/05/2004,8.0,19.3,48.3,1.0723,2.2,0.0022326056002862998
1743,22/05/2004,9.0,20.6,47.1,1.1287,2.2,0.0022326056002862998
1744,22/05/2004,10.0,23.7,40.0,1.153,2.1,0.002782514383189408
1745,22/05/2004,11.0,25.6,32.5,1.053,1.8,0.12443224073189879
1746,22/05/2004,12.0,27.2,28.1,0.9989,2.2,0.0022326056002862998
1747,22/05/2004,13.0,27.9,28.1,1.0394,2.0,0.02333242316609255
1748,22/05/2004,14.0,28.3,27.8,1.0539,1.4,0.5666318758635115
1749,22/05/2004,15.0,29.2,27.0,1.081,1.8,0.12443224073189879
1750,22/05/2004,16.0,28.9,29.3,1.1503,2.1,0.002782514383189408
1751,22/05/2004,17.0,25.4,39.8,1.2771,2.8,0.41893315290286726
1752,22/05/2004,18.0,25.2,40.1,1.2642,2.8,0.41893315290286726
1753,22/05/2004,19.0,24.5,39.4,1.1963,2.7,0.2994830616857708
1754,22/05/2004,20.0,22.3,45.4,1.2088,1.8,0.12443224073189879
1755,22/05/2004,21.0,21.2,48.3,1.2034,1.2,0.9077316934293177
1756,22/05/2004,22.0,20.6,50.5,1.2082,2.6,0.20003297046867383
1757,22/05/2004,23.0,20.2,52.9,1.234,3.1,0.8972834265541583
1758,23/05/2004,0.0,19.8,54.5,1.2488,4.1,3.7917843387251255
1759,23/05/2004,1.0,19.5,56.2,1.2624,3.6,2.0945338826396425
1760,23/05/2004,2.0,19.0,58.0,1.2581,1.9,0.06388233194899573
1761,23/05/2004,3.0,18.1,61.6,1.2679,1.9,0.06388233194899573
1763,23/05/2004,5.0,17.7,56.0,1.1215,0.3,3.4326808724754456
1764,23/05/2004,6.0,17.9,52.4,1.0655,0.4,3.072130963692543
1765,23/05/2004,7.0,18.9,49.3,1.0668,0.8,1.82993132856093
1766,23/05/2004,8.0,20.0,48.6,1.1199,0.8,1.82993132856093
1767,23/05/2004,9.0,20.6,41.2,0.9841,0.8,1.82993132856093
1768,23/05/2004,10.0,23.6,34.0,0.9749,0.8,1.82993132856093
1769,23/05/2004,11.0,26.7,28.1,0.9688,0.9,1.5693814197780274
1770,23/05/2004,12.0,26.8,28.1,0.9785,1.2,0.9077316934293177
1771,23/05/2004,13.0,27.7,25.8,0.9467,1.0,1.3288315109951239
1772,23/05/2004,14.0,28.8,22.7,0.8864,0.8,1.82993132856093
1773,23/05/2004,15.0,26.8,27.3,0.9462,1.1,1.1082816022122206
1774,23/05/2004,16.0,25.9,28.7,0.9423,1.5,0.42608196708060825
1775,23/05/2004,17.0,25.8,27.7,0.9076,1.5,0.42608196708060825
1776,23/05/2004,18.0,24.8,29.5,0.9077,1.4,0.5666318758635115
1777,23/05/2004,19.0,25.3,36.3,1.1513,1.1,1.1082816022122206
1778,23/05/2004,20.0,23.9,40.4,1.1787,0.9,1.5693814197780274
1779,23/05/2004,21.0,21.4,46.6,1.1764,1.0,1.3288315109951239
1780,23/05/2004,22.0,20.5,49.3,1.173,1.1,1.1082816022122206
1781,23/05/2004,23.0,19.2,42.3,0.9339,1.0,1.3288315109951239
1782,24/05/2004,0.0,19.2,37.9,0.8352,0.7,2.1104812373438335
1783,24/05/2004,1.0,17.2,43.1,0.8394,0.5,2.7315810549096398
1784,24/05/2004,2.0,15.8,45.2,0.8052,0.2,3.813230781258349
1787,24/05/2004,5.0,16.1,36.5,0.664,0.1,4.2137806900412516
1788,24/05/2004,6.0,16.5,36.2,0.6752,0.5,2.7315810549096398
1789,24/05/2004,7.0,17.5,30.9,0.6111,1.6,0.30553205829770497
1790,24/05/2004,8.0,18.4,24.0,0.5046,2.0,0.02333242316609255
1791,24/05/2004,9.0,19.2,23.8,0.5235,1.3,0.7271817846464144
1792,24/05/2004,10.0,21.7,18.1,0.4642,1.0,1.3288315109951239
1793,24/05/2004,11.0,22.3,17.0,0.4513,0.9,1.5693814197780274
1794,24/05/2004,12.0,22.8,16.1,0.4404,1.2,0.9077316934293177
1795,24/05/2004,13.0,23.8,14.5,0.4222,1.3,0.7271817846464144
1796,24/05/2004,14.0,25.1,13.1,0.4129,1.1,1.1082816022122206
1797,24/05/2004,15.0,25.8,12.9,0.4219,1.2,0.9077316934293177
1798,24/05/2004,16.0,25.5,14.0,0.4495,1.4,0.5666318758635115
1799,24/05/2004,17.0,24.5,15.4,0.4663,2.0,0.02333242316609255
1800,24/05/2004,18.0,22.6,17.2,0.4656,2.4,0.06113278803447997
1801,24/05/2004,19.0,21.2,18.9,0.471,2.1,0.002782514383189408
1802,24/05/2004,20.0,19.1,22.8,0.501,1.2,0.9077316934293177
1803,24/05/2004,21.0,18.4,24.6,0.5169,0.7,2.1104812373438335
1804,24/05/2004,22.0,17.3,25.6,0.5032,0.7,2.1104812373438335
1805,24/05/2004,23.0,16.5,24.9,0.4642,0.8,1.82993132856093
1806,25/05/2004,0.0,16.7,28.3,0.5316,0.5,2.7315810549096398
1807,25/05/2004,1.0,15.5,32.2,0.5641,0.2,3.813230781258349
1811,25/05/2004,5.0,11.6,40.0,0.5462,0.1,4.2137806900412516
1812,25/05/2004,6.0,13.4,34.5,0.5272,0.2,3.813230781258349
1813,25/05/2004,7.0,15.2,31.0,0.5329,1.1,1.1082816022122206
1814,25/05/2004,8.0,16.3,27.5,0.5066,3.0,0.7178333353370612
1815,25/05/2004,9.0,19.2,20.0,0.439,2.1,0.002782514383189408
1816,25/05/2004,10.0,24.9,13.0,0.4038,2.6,0.20003297046867383
1817,25/05/2004,11.0,28.3,9.9,0.3754,3.2,1.0967335177712554
1818,25/05/2004,12.0,29.2,9.8,0.3914,2.1,0.002782514383189408
1819,25/05/2004,13.0,31.6,9.2,0.419,2.2,0.0022326056002862998
1820,25/05/2004,14.0,32.6,9.3,0.4499,2.4,0.06113278803447997
1839,26/05/2004,9.0,20.4,35.7,0.844,4.0,3.41233424750803
1840,26/05/2004,10.0,26.1,23.8,0.7938,2.2,0.0022326056002862998
1841,26/05/2004,11.0,28.8,21.1,0.8193,1.8,0.12443224073189879
1842,26/05/2004,12.0,29.6,19.4,0.7897,1.6,0.30553205829770497
1843,26/05/2004,13.0,31.6,16.4,0.7489,1.8,0.12443224073189879
1844,26/05/2004,14.0,32.3,13.3,0.6303,1.6,0.30553205829770497
1845,26/05/2004,15.0,31.8,13.5,0.6249,1.6,0.30553205829770497
1846,26/05/2004,16.0,31.8,13.8,0.6394,1.3,0.7271817846464144
1893,28/05/2004,15.0,29.6,18.9,0.7692,1.7,0.204982149514802
1894,28/05/2004,16.0,28.0,23.2,0.8613,1.7,0.204982149514802
1895,28/05/2004,17.0,23.6,41.0,1.1786,2.1,0.002782514383189408
1896,28/05/2004,18.0,21.5,48.1,1.2148,2.2,0.0022326056002862998
1897,28/05/2004,19.0,22.1,44.1,1.1573,1.8,0.12443224073189879
1898,28/05/2004,20.0,20.2,47.2,1.1043,1.8,0.12443224073189879
1899,28/05/2004,21.0,20.0,47.6,1.103,0.9,1.5693814197780274
1900,28/05/2004,22.0,19.8,46.8,1.0697,1.0,1.3288315109951239
1901,28/05/2004,23.0,19.6,47.0,1.0606,2.0,0.02333242316609255
1902,29/05/2004,0.0,19.3,46.3,1.0279,1.8,0.12443224073189879
1903,29/05/2004,1.0,18.5,48.7,1.0286,1.1,1.1082816022122206
1904,29/05/2004,2.0,18.0,51.4,1.0504,0.6,2.411031146126736
1905,29/05/2004,3.0,17.9,50.8,1.0355,0.3,3.4326808724754456
1908,29/05/2004,6.0,17.9,46.1,0.9383,0.1,4.2137806900412516
1909,29/05/2004,7.0,18.4,43.9,0.9192,0.5,2.7315810549096398
1910,29/05/2004,8.0,18.9,42.1,0.9081,0.6,2.411031146126736
1911,29/05/2004,9.0,19.2,39.7,0.8728,0.5,2.7315810549096398
1912,29/05/2004,10.0,20.8,36.6,0.8878,0.7,2.1104812373438335
1913,29/05/2004,11.0,21.3,35.8,0.8975,0.7,2.1104812373438335
1914,29/05/2004,12.0,21.8,34.9,0.9004,0.9,1.5693814197780274
1915,29/05/2004,13.0,22.8,31.4,0.8615,0.7,2.1104812373438335
1916,29/05/2004,14.0,22.9,31.3,0.862,0.4,3.072130963692543
1917,29/05/2004,15.0,22.9,30.7,0.8461,0.5,2.7315810549096398
1918,29/05/2004,16.0,23.8,29.2,0.8499,0.6,2.411031146126736
1919,29/05/2004,17.0,23.2,30.2,0.8442,0.6,2.411031146126736
1920,29/05/2004,18.0,22.4,31.3,0.8365,0.8,1.82993132856093
1921,29/05/2004,19.0,21.7,32.2,0.825,1.0,1.3288315109951239
1922,29/05/2004,20.0,20.8,33.2,0.8061,1.2,0.9077316934293177
1923,29/05/2004,21.0,20.1,35.0,0.8149,1.0,1.3288315109951239
1924,29/05/2004,22.0,19.5,36.9,0.8258,1.3,0.7271817846464144
1925,29/05/2004,23.0,19.0,38.2,0.8327,2.7,0.2994830616857708
1926,30/05/2004,0.0,18.5,39.4,0.832,2.7,0.2994830616857708
1927,30/05/2004,1.0,17.8,41.7,0.844,1.6,0.30553205829770497
1928,30/05/2004,2.0,19.2,42.0,0.9248,0.6,2.411031146126736
1929,30/05/2004,3.0,17.8,44.8,0.9048,0.3,3.4326808724754456
1931,30/05/2004,5.0,17.2,47.2,0.9178,0.1,4.2137806900412516
1932,30/05/2004,6.0,17.3,47.6,0.9295,0.1,4.2137806900412516
1933,30/05/2004,7.0,18.6,44.2,0.9385,0.2,3.813230781258349
1934,30/05/2004,8.0,20.2,37.8,0.8837,0.3,3.4326808724754456
1935,30/05/2004,9.0,22.0,31.9,0.8335,0.3,3.4326808724754456
1936,30/05/2004,10.0,25.5,25.9,0.8339,0.4,3.072130963692543
1937,30/05/2004,11.0,27.5,22.8,0.8249,0.3,3.4326808724754456
1938,30/05/2004,12.0,28.7,20.7,0.8024,0.3,3.4326808724754456
1939,30/05/2004,13.0,29.1,19.6,0.7771,0.1,4.2137806900412516
1940,30/05/2004,14.0,29.8,18.4,0.7595,0.1,4.2137806900412516
1941,30/05/2004,15.0,32.0,15.0,0.7028,0.2,3.813230781258349
1942,30/05/2004,16.0,30.3,17.0,0.7232,0.6,2.411031146126736
1943,30/05/2004,17.0,31.7,16.2,0.745,0.5,2.7315810549096398
1944,30/05/2004,18.0,29.2,19.6,0.7817,0.9,1.5693814197780274
1945,30/05/2004,19.0,27.4,23.8,0.858,1.1,1.1082816022122206
1946,30/05/2004,20.0,25.0,26.9,0.8408,1.3,0.7271817846464144
1947,30/05/2004,21.0,23.6,30.1,0.8663,1.5,0.42608196708060825
1948,30/05/2004,22.0,22.3,33.6,0.8913,1.2,0.9077316934293177
1949,30/05/2004,23.0,21.4,36.9,0.9271,0.4,3.072130963692543
1950,31/05/2004,0.0,20.6,39.9,0.9597,0.2,3.813230781258349
1951,31/05/2004,1.0,19.7,43.2,0.9812,0.3,3.4326808724754456
1956,31/05/2004,6.0,16.6,52.1,0.9785,0.5,2.7315810549096398
1957,31/05/2004,7.0,17.4,50.9,1.0017,1.6,0.30553205829770497
1958,31/05/2004,8.0,19.3,46.0,1.0185,3.6,2.0945338826396425
1959,31/05/2004,9.0,20.9,43.6,1.0683,2.2,0.0022326056002862998
1960,31/05/2004,10.0,25.6,33.3,1.0773,1.6,0.30553205829770497
1961,31/05/2004,11.0,28.9,26.0,1.0188,1.4,0.5666318758635115
1962,31/05/2004,12.0,30.3,22.8,0.9695,1.4,0.5666318758635115
1963,31/05/2004,13.0,30.9,24.4,1.0724,1.5,0.42608196708060825
1964,31/05/2004,14.0,30.5,26.2,1.1278,1.3,0.7271817846464144
1965,31/05/2004,15.0,30.7,23.4,1.015,1.2,0.9077316934293177
1966,31/05/2004,16.0,28.1,29.8,1.1132,1.8,0.12443224073189879
1967,31/05/2004,17.0,26.9,32.2,1.1267,3.0,0.7178333353370612
1968,31/05/2004,18.0,26.0,34.6,1.1485,3.5,1.8150837914225455
1969,31/05/2004,19.0,24.5,37.7,1.1454,2.4,0.06113278803447997
1970,31/05/2004,20.0,21.7,46.9,1.2044,1.1,1.1082816022122206
1971,31/05/2004,21.0,19.3,68.8,1.519,0.8,1.82993132856093
1972,31/05/2004,22.0,17.6,81.6,1.6296,0.4,3.072130963692543
1973,31/05/2004,23.0,17.8,80.3,1.6212,0.6,2.411031146126736
1974,01/06/2004,0.0,18.6,75.7,1.6074,0.3,3.4326808724754456
1979,01/06/2004,5.0,16.8,81.3,1.5452,0.1,4.2137806900412516
1980,01/06/2004,6.0,17.3,78.6,1.5412,0.3,3.4326808724754456
1981,01/06/2004,7.0,16.9,80.9,1.5472,1.4,0.5666318758635115
1982,01/06/2004,8.0,17.1,79.8,1.542,2.7,0.2994830616857708
1983,01/06/2004,9.0,18.5,70.3,1.4826,2.3,0.021682696817383097
1984,01/06/2004,10.0,19.6,66.7,1.5023,1.8,0.12443224073189879
1985,01/06/2004,11.0,20.4,63.1,1.4969,1.6,0.30553205829770497
1986,01/06/2004,12.0,21.6,61.8,1.5775,1.9,0.06388233194899573
1987,01/06/2004,13.0,24.0,49.3,1.4509,2.5,0.12058287925157687
1988,01/06/2004,14.0,25.7,43.8,1.4262,1.6,0.30553205829770497
1989,01/06/2004,15.0,24.6,47.5,1.4487,1.5,0.42608196708060825
1990,01/06/2004,16.0,24.8,47.4,1.4628,2.5,0.12058287925157687
1991,01/06/2004,17.0,23.7,50.5,1.4636,3.6,2.0945338826396425
1992,01/06/2004,18.0,23.0,53.8,1.4968,3.5,1.8150837914225455
1993,01/06/2004,19.0,21.5,65.8,1.6688,4.8,7.007934977244804
1994,01/06/2004,20.0,21.0,66.9,1.6436,3.7,2.3939839738567397
1995,01/06/2004,21.0,20.6,68.1,1.6329,2.1,0.002782514383189408
1996,01/06/2004,22.0,20.5,66.9,1.5914,1.6,0.30553205829770497
1997,01/06/2004,23.0,20.2,65.2,1.5251,2.2,0.0022326056002862998
1998,02/06/2004,0.0,19.5,68.0,1.5269,0.8,1.82993132856093
2062,04/06/2004,16.0,26.2,32.6,1.0892,2.7,0.2994830616857708
2063,04/06/2004,17.0,28.3,27.5,1.0418,3.6,2.0945338826396425
2064,04/06/2004,18.0,26.5,29.7,1.0123,3.3,1.3161836089883514
2065,04/06/2004,19.0,25.7,31.8,1.0317,3.6,2.0945338826396425
2066,04/06/2004,20.0,24.4,35.2,1.0632,2.9,0.5583832441199642
2067,04/06/2004,21.0,23.5,36.9,1.0518,1.9,0.06388233194899573
2068,04/06/2004,22.0,22.4,41.0,1.1006,2.0,0.02333242316609255
2069,04/06/2004,23.0,21.7,44.7,1.1451,2.9,0.5583832441199642
2070,05/06/2004,0.0,21.1,48.1,1.1864,2.7,0.2994830616857708
2071,05/06/2004,1.0,20.7,50.0,1.203,1.5,0.42608196708060825
2072,05/06/2004,2.0,19.8,53.1,1.2093,1.6,0.30553205829770497
2073,05/06/2004,3.0,19.8,53.6,1.2214,1.3,0.7271817846464144
2074,05/06/2004,4.0,19.6,54.8,1.236,0.7,2.1104812373438335
2075,05/06/2004,5.0,19.3,57.3,1.265,0.7,2.1104812373438335
2076,05/06/2004,6.0,19.7,58.4,1.3254,1.2,0.9077316934293177
2077,05/06/2004,7.0,19.8,59.4,1.3554,1.5,0.42608196708060825
2078,05/06/2004,8.0,20.9,54.8,1.3387,1.5,0.42608196708060825
2079,05/06/2004,9.0,22.4,47.9,1.2817,1.6,0.30553205829770497
2080,05/06/2004,10.0,24.1,41.3,1.2202,1.1,1.1082816022122206
2081,05/06/2004,11.0,25.9,36.9,1.2133,1.1,1.1082816022122206
2082,05/06/2004,12.0,30.7,26.0,1.1287,1.4,0.5666318758635115
2083,05/06/2004,13.0,30.3,25.2,1.0652,1.4,0.5666318758635115
2084,05/06/2004,14.0,30.1,25.4,1.0641,1.0,1.3288315109951239
2085,05/06/2004,15.0,27.6,35.1,1.2764,1.3,0.7271817846464144
2086,05/06/2004,16.0,26.6,47.6,1.6315,1.9,0.06388233194899573
2087,05/06/2004,17.0,30.4,31.3,1.3331,1.7,0.204982149514802
2088,05/06/2004,18.0,27.8,35.0,1.282,2.3,0.021682696817383097
2089,05/06/2004,19.0,26.6,37.9,1.2994,2.4,0.06113278803447997
2090,05/06/2004,20.0,23.4,44.4,1.2646,1.8,0.12443224073189879
2091,05/06/2004,21.0,23.0,51.1,1.4175,0.6,2.411031146126736
2092,05/06/2004,22.0,22.1,53.5,1.4087,0.8,1.82993132856093
2093,05/06/2004,23.0,21.6,53.6,1.3674,1.7,0.204982149514802
2094,06/06/2004,0.0,21.9,52.7,1.365,1.1,1.1082816022122206
2095,06/06/2004,1.0,21.3,54.9,1.3707,0.6,2.411031146126736
2096,06/06/2004,2.0,17.5,79.1,1.5709,1.1,1.1082816022122206
2097,06/06/2004,3.0,17.6,78.6,1.5722,1.1,1.1082816022122206
2098,06/06/2004,4.0,17.1,81.8,1.5816,1.0,1.3288315109951239
2099,06/06/2004,5.0,16.6,80.2,1.5002,0.5,2.7315810549096398
2100,06/06/2004,6.0,16.8,77.4,1.4739,0.7,2.1104812373438335
2101,06/06/2004,7.0,18.3,66.5,1.381,1.0,1.3288315109951239
2102,06/06/2004,8.0,20.4,55.8,1.3196,1.2,0.9077316934293177
2103,06/06/2004,9.0,21.6,45.3,1.1533,0.7,2.1104812373438335
2104,06/06/2004,10.0,23.1,39.4,1.0983,0.9,1.5693814197780274
2105,06/06/2004,11.0,25.4,31.6,1.0058,0.8,1.82993132856093
2106,06/06/2004,12.0,26.6,29.0,0.9928,0.8,1.82993132856093
2107,06/06/2004,13.0,25.9,28.8,0.9475,0.5,2.7315810549096398
2108,06/06/2004,14.0,27.0,28.0,0.981,0.5,2.7315810549096398
2109,06/06/2004,15.0,23.6,38.1,1.0917,0.7,2.1104812373438335
2110,06/06/2004,16.0,25.9,32.0,1.0529,0.9,1.5693814197780274
2111,06/06/2004,17.0,26.3,31.5,1.0643,1.0,1.3288315109951239
2112,06/06/2004,18.0,23.9,36.8,1.0774,1.2,0.9077316934293177
2113,06/06/2004,19.0,23.7,36.8,1.0609,1.3,0.7271817846464144
2114,06/06/2004,20.0,22.5,37.8,1.0157,1.6,0.30553205829770497
2115,06/06/2004,21.0,21.8,39.2,1.0115,1.4,0.5666318758635115
2116,06/06/2004,22.0,20.9,42.6,1.04,1.7,0.204982149514802
2117,06/06/2004,23.0,20.0,45.6,1.0555,1.7,0.204982149514802
2118,07/06/2004,0.0,19.3,47.9,1.059,1.4,0.5666318758635115
2119,07/06/2004,1.0,18.7,49.0,1.0462,0.8,1.82993132856093
2120,07/06/2004,2.0,17.8,54.1,1.0938,0.4,3.072130963692543
2121,07/06/2004,3.0,18.6,52.7,1.1206,0.3,3.4326808724754456
2123,07/06/2004,5.0,18.2,54.1,1.1155,0.5,2.7315810549096398
2124,07/06/2004,6.0,17.3,57.6,1.1289,1.5,0.42608196708060825
2125,07/06/2004,7.0,19.9,49.4,1.1354,2.6,0.20003297046867383
2126,07/06/2004,8.0,21.7,44.2,1.1321,4.3,4.610684521159319
2127,07/06/2004,9.0,23.5,40.0,1.1386,3.1,0.8972834265541583
2128,07/06/2004,10.0,28.4,29.7,1.1345,2.9,0.5583832441199642
2129,07/06/2004,11.0,31.6,24.1,1.0994,2.5,0.12058287925157687
2130,07/06/2004,12.0,31.3,24.1,1.0816,1.9,0.06388233194899573
2131,07/06/2004,13.0,34.4,20.4,1.0857,2.5,0.12058287925157687
2132,07/06/2004,14.0,33.7,21.3,1.0988,2.5,0.12058287925157687
2133,07/06/2004,15.0,35.9,18.9,1.0999,2.8,0.41893315290286726
2134,07/06/2004,16.0,34.3,19.4,1.0279,2.3,0.021682696817383097
2135,07/06/2004,17.0,33.5,19.9,1.0112,3.3,1.3161836089883514
2136,07/06/2004,18.0,30.5,24.2,1.0386,2.8,0.41893315290286726
2137,07/06/2004,19.0,30.3,26.2,1.1161,4.8,7.007934977244804
2138,07/06/2004,20.0,27.0,36.7,1.2898,2.5,0.12058287925157687
2139,07/06/2004,21.0,24.6,41.9,1.2752,2.0,0.02333242316609255
2140,07/06/2004,22.0,23.3,44.5,1.2566,1.8,0.12443224073189879
2141,07/06/2004,23.0,22.4,46.9,1.2544,1.7,0.204982149514802
2142,08/06/2004,0.0,21.7,50.8,1.3019,1.3,0.7271817846464144
2143,08/06/2004,1.0,21.0,51.9,1.2794,0.7,2.1104812373438335
2144,08/06/2004,2.0,20.5,54.3,1.2926,0.5,2.7315810549096398
2145,08/06/2004,3.0,20.9,52.5,1.2852,0.4,3.072130963692543
2146,08/06/2004,4.0,21.0,53.1,1.3031,0.3,3.4326808724754456
2147,08/06/2004,5.0,19.6,57.1,1.2851,0.5,2.7315810549096398
2148,08/06/2004,6.0,18.2,62.3,1.2903,1.4,0.5666318758635115
2149,08/06/2004,7.0,19.5,57.7,1.2966,3.3,1.3161836089883514
2150,08/06/2004,8.0,21.6,51.7,1.313,5.8,13.302435889415772
2151,08/06/2004,9.0,23.9,44.4,1.3029,5.0,8.106835159679
2152,08/06/2004,10.0,28.1,35.2,1.312,3.5,1.8150837914225455
2153,08/06/2004,11.0,31.4,28.6,1.298,2.9,0.5583832441199642
